ident,lat,lon,label,type
34PA,40.5472,-76.8397,Elizabethville,small_airport
US-7297,40.6905,-76.0652,New Ringgold,small_airport
52TN,35.6073,-86.2500,Beechgrove,small_airport
5FL9,28.7789,-81.0383,Osteen,seaplane_base
FL03,28.7174,-82.0288,Sumterville,small_airport
US-7308,41.5950,-75.3550,Prompton,small_airport
US-7309,35.0761,-106.6364,Albuquerque,heliport
US-7310,33.5734,-102.3691,Levelland,heliport
US-7311,35.9987,-96.6054,Drumright,heliport
US-7312,35.9823,-96.9899,Perkins,small_airport
US-7313,33.7194,-102.7579,Morton,heliport
76MO,37.6261,-93.4207,Bolivar,heliport
US-7315,42.7566,-82.9423,Ray,small_airport
US-7316,38.5756,-109.5583,Moab,heliport
US-7322,28.5318,-99.8271,Carrizo Springs,heliport
US-7323,30.2531,-99.4659,Mountain Home,small_airport
US-7325,42.3165,-88.2810,McHenry,heliport
US-7327,33.4910,-95.4579,Paris,small_airport
US-7328,33.6576,-95.3935,Blossom,small_airport
US-7329,41.7881,-88.3283,Aurora,heliport
US-7330,33.9964,-99.7493,Crowell,small_airport
US-7336,33.7866,-116.4644,Cathedral City,heliport
US-7338,36.6941,-91.3822,Alton,small_airport
US-7339,44.1407,-70.6281,Harrison,small_airport
US-7340,42.0387,-74.7760,Andes,small_airport
US-7341,42.3788,-76.5395,Newfield,small_airport
US-7347,40.9717,-83.5485,Findlay,small_airport
US-7348,40.8202,-81.9310,Wooster,heliport
US-7349,48.9010,-116.3960,Bonners Ferry,small_airport
US-7350,48.5421,-118.1330,Kettle Falls,small_airport
US-7351,34.4460,-84.4463,Jasper,heliport
US-7352,30.2896,-97.5999,Austin,heliport
US-7354,31.7675,-94.1838,Center,heliport
US-7355,32.0363,-93.7085,Mansfield,heliport
US-7356,30.6224,-90.4996,Independence,heliport
65GA,34.0630,-84.3211,Roswell,heliport
US-7359,33.8792,-84.0188,Snellville,heliport
US-7360,37.7664,-92.1127,Fort Leonard Wood,heliport
US-7361,34.2309,-95.6152,Antlers,heliport
5GA1,33.2092,-81.9292,Waynesboro,small_airport
70GA,34.8394,-84.3361,Blue Ridge,heliport
US-7364,34.1212,-83.8369,Braselton,heliport
US-7365,34.1516,-83.8153,Braselton,heliport
US-7366,33.9619,-83.3972,Athens,heliport
US-7367,33.5687,-83.4728,Madison,heliport
US-7368,32.0185,-98.0129,Hico,small_airport
US-7369,47.9477,-118.3657,Inchelium,small_airport
US-7371,48.9751,-117.5924,Colville,small_airport
US-7372,48.2275,-118.1455,Hunters,small_airport
KI26,41.5100,-90.5579,Rock Island,heliport
GA02,32.8852,-84.3372,Thomaston,heliport
OR80,45.5208,-117.3784,Lostine,small_airport
NV11,41.9509,-116.0986,Owyhee,heliport
ID31,44.3314,-116.0307,Cascade,small_airport
OR60,42.4667,-122.7136,Medford,small_airport
TN59,35.2668,-89.6655,Arlington,heliport
TN62,35.9733,-86.9264,Franklin,heliport
US-7384,35.4792,-94.5146,Muldrow,small_airport
US-7390,47.0729,-110.0126,Benchland,small_airport
WA69,48.4234,-117.3632,Cusick,heliport
XS22,33.7987,-98.4008,Wichita Falls,small_airport
US-7396,42.5012,-102.6075,Mirage,small_airport
US-7398,36.4647,-77.2397,Pendleton,small_airport
US-7399,31.4835,-111.5450,Sasabe,heliport
US-7400,31.9638,-112.8043,Why,heliport
US-7402,31.6566,-89.5855,Collins,small_airport
US-7404,35.5504,-80.8555,Mooresville,heliport
US-7405,35.6815,-80.4712,Salisbury,heliport
US-7407,38.2388,-88.8209,Opdyke,small_airport
US-7408,38.0772,-107.2920,Lake City,small_airport
US-7409,41.3307,-120.5336,Likely,small_airport
US-7412,39.0748,-107.2148,Marble,small_airport
US-7413,31.1443,-87.9976,Mount Vernon,heliport
US-7414,32.8236,-88.4018,Scooba,small_airport
US-7417,41.3843,-87.9448,Manhattan,small_airport
8GA5,32.2230,-82.1314,Collins,small_airport
54FD,28.3691,-81.0761,Orlando,small_airport
IA28,42.3596,-92.7629,"Grundy Center,",heliport
36MN,44.5830,-92.9441,New Trier,small_airport
75OK,36.1215,-95.1385,Locust Grove,heliport
US-7430,45.5795,-89.7587,Tomahawk,small_airport
WA47,48.5914,-122.2592,Sedro Woolley,heliport
6IA6,40.7568,-93.4015,Corydon,small_airport
US-7433,41.0120,-79.2527,Mayport,small_airport
LS21,30.2664,-92.1852,Duson,small_airport
US-7438,37.9449,-84.4270,Lexington,small_airport
US-7439,37.7068,-83.9778,Irvine,heliport
62KT,37.7317,-83.8137,Kent,small_airport
US-7441,39.9335,-81.1590,Barnesville,small_airport
US-7456,45.9359,-114.1238,Conner,small_airport
US-7460,37.4346,-88.6898,Simpson,small_airport
US-7461,42.7654,-78.4617,Strykersville,small_airport
US-7462,42.7654,-78.4617,Strykersville,small_airport
US-7463,42.7580,-78.3932,Strykersville,small_airport
US-7465,32.2801,-84.9465,Fort Mitchell,small_airport
US-7466,32.2731,-84.9573,Fort Mitchell,small_airport
US-7469,35.0171,-84.7316,Old Fort,small_airport
US-7470,31.9391,-81.8560,Glennville,heliport
OR16,43.0968,-118.1501,Arock,small_airport
57IL,41.3701,-87.7508,Peotone,heliport
LA89,29.7242,-90.6366,Raceland,small_airport
IN97,41.1870,-85.1009,Fort Wayne,heliport
23MO,39.4705,-93.0899,Brunswick,small_airport
0MN1,44.5462,-93.5749,New Prague,heliport
US-7481,60.5307,-150.8488,Sterling,seaplane_base
KO48,45.8603,-116.7979,Imnaha,small_airport
US-7483,45.8603,-116.7979,Imnaha,small_airport
US-7484,45.4475,-116.5850,Imnaha,small_airport
00XS,27.5758,-98.6007,Benavides,heliport
49NE,41.3054,-96.3193,Valley,heliport
8TX5,30.2136,-103.2411,Marathon,heliport
CO98,39.7720,-105.1447,Wheat Ridge,heliport
NV26,39.4769,-118.7650,Fallon,heliport
MT66,46.6249,-113.9359,Florence,small_airport
OR01,45.5342,-116.5352,Imnaha,small_airport
WY02,41.0733,-104.4108,"Carpenter,",small_airport
US-7494,58.4107,-134.9548,Admiralty Island,heliport
WY08,43.7270,-111.0336,Alta,small_airport
98IN,41.6098,-86.7280,La Porte,heliport
54NY,41.3019,-74.3841,Warwick,heliport
9NC6,35.0220,-79.1490,Raeford,heliport
MN04,44.8346,-93.7002,Chaska,seaplane_base
34LS,30.3575,-89.9145,Lacombe,heliport
04KS,37.3985,-100.0371,Minneola,small_airport
US-7506,41.4674,-89.9419,Annawan,small_airport
US-7507,30.9238,-100.5476,Eldorado,small_airport
03WI,43.3248,-87.9283,Grafton,heliport
07WI,42.5991,-88.5400,Lake Geneva,heliport
08WI,44.5820,-88.1424,Howard,small_airport
0KS6,38.7873,-99.4401,Hays,small_airport
14FA,30.5989,-84.1031,Tallahassee,heliport
4PA3,40.8194,-77.8052,State College,heliport
5MI8,42.4477,-83.3228,Farmington Hills,heliport
84IL,42.3431,-89.9233,Stockton,small_airport
AZ68,34.2678,-111.2384,Payson,heliport
CO94,37.4146,-104.7752,Walsenburg,small_airport
ID63,43.8853,-116.6490,Emmett,small_airport
MT56,45.7353,-108.6846,Billings,small_airport
NR92,34.9518,-76.6576,Beaufort,small_airport
NV44,38.9845,-119.1678,Yerington,heliport
NV49,39.4657,-119.7697,Reno,heliport
TA28,26.5551,-97.8233,Raymondville,small_airport
WI48,43.7771,-88.4297,Fond du Lac,heliport
US-7527,30.4746,-92.8580,Kinder,heliport
US-7528,31.2862,-92.1475,Deville,small_airport
US-7530,31.4769,-91.8663,Jonesville,small_airport
US-7531,31.4964,-91.9054,Jonesville,small_airport
US-7532,41.0431,-89.7753,Wyoming,small_airport
US-7533,40.9904,-89.8000,Wyoming,small_airport
US-7535,48.0853,-116.0257,Heron,small_airport
US-7539,41.1346,-117.2278,Golconda,small_airport
US-7540,41.1700,-116.9155,Golconda,small_airport
US-7541,40.8690,-117.1395,Valmy,small_airport
US-7542,37.2137,-119.7035,Coarsegold,heliport
US-7543,39.5616,-119.5219,Sparks,heliport
US-7545,41.4062,-117.5593,Winnemucca,small_airport
US-7554,42.6533,-90.1108,Darlington,small_airport
US-7555,30.2392,-97.2700,McDade,heliport
29TA,33.1521,-96.8385,Frisco,heliport
21TX,33.5771,-95.6560,Paris,small_airport
67KY,38.8064,-84.5569,Crittenden,small_airport
85TS,32.9122,-96.7675,Dallas,heliport
ID50,45.2582,-113.8375,Carmen,small_airport
NV28,38.5173,-118.6268,Hawthorne,heliport
XA45,30.2209,-98.7770,Fredericksburg,small_airport
XS05,33.0728,-97.3983,New Fairview,small_airport
US-7565,30.8350,-97.5333,Schwertner,heliport
US-7566,31.1514,-97.7665,Fort Hood,heliport
US-7567,30.9371,-98.1843,Burnet,small_airport
04MO,39.0430,-94.4860,Kansas City,heliport
05MO,40.1720,-92.2125,Edina,small_airport
20KS,39.7009,-97.7213,Belleville,small_airport
2WI2,44.0264,-88.5950,Oshkosh,heliport
32NK,41.1719,-74.0865,Suffern,heliport
92KY,37.8384,-84.0091,Clay City,small_airport
IA20,41.3384,-93.6537,Indianola,small_airport
FA77,28.5264,-80.7856,Titusville,heliport
NK63,42.7534,-78.1315,Warsaw,heliport
NM20,32.2524,-107.5618,Deming,small_airport
TA63,30.7188,-94.9318,Livingston,heliport
TE55,30.0694,-94.7988,Liberty,heliport
TN73,35.8610,-86.4235,Murfreesboro,heliport
US-7581,28.9182,-98.5456,Jourdanton,heliport
US-7582,33.0387,-111.3860,Florence,heliport
US-7583,27.3105,-98.6658,Hebbronville,heliport
14MO,37.8345,-93.3753,Flemington,small_airport
23NE,40.2290,-96.7401,Beatrice,heliport
31WI,44.5710,-89.2203,Iola,small_airport
6VA7,38.3109,-77.4852,Fredericksburg,heliport
7MI5,42.3077,-84.0144,Chelsea,heliport
NV29,36.5686,-116.4587,Amargosa Valley,heliport
MN20,47.2227,-93.5557,Grand Rapids,heliport
NV47,41.1116,-117.5222,Winnemucca,small_airport
NV68,41.2088,-117.6139,Winnemucca,small_airport
19TX,30.4725,-97.7904,Austin,heliport
US-7597,32.3058,-99.5032,Clyde,small_airport
US-7598,30.1203,-98.2668,Wimberley,small_airport
US-7599,28.5308,-98.9486,Fowlerton,small_airport
US-7600,28.4632,-98.7844,Fowlerton,small_airport
US-7601,27.3571,-99.0362,Mirando City,small_airport
US-7603,19.7473,-155.6232,Waimea (Kamuela),heliport
US-7604,19.7408,-155.5749,Waimea (Kamuela),heliport
US-7605,33.6902,-114.2151,Quartzsite,heliport
US-7606,35.0003,-114.5970,Fort Mohave,heliport
US-7607,35.0015,-114.5964,Fort Mohave,heliport
US-7608,33.1070,-114.3138,Yuma,heliport
US-7609,32.9388,-114.3939,Yuma,heliport
US-7610,35.0184,-82.2341,Greer,small_airport
US-7621,34.4259,-91.8274,Altheimer,small_airport
US-7622,34.3857,-91.8269,Altheimer,small_airport
US-7625,34.1809,-91.6674,Altheimer,small_airport
US-7626,34.0707,-91.6944,Grady,small_airport
US-7627,34.0953,-91.7011,Grady,small_airport
US-7629,34.1404,-91.8876,Pine Bluff,small_airport
US-7630,34.1270,-91.3930,Gillett,small_airport
US-7631,34.1148,-91.3902,Gillett,small_airport
US-7634,34.2256,-91.5029,DeWitt,small_airport
60LA,32.3392,-90.9769,Tallulah,small_airport
US-7645,45.5696,-67.4280,Vanceboro,heliport
US-7647,29.6232,-103.6620,Alpine,small_airport
US-7649,29.7030,-103.8385,Marfa,small_airport
US-7652,37.7805,-116.2544,Tonopah,small_airport
US-7659,46.0520,-118.8444,Wallula,small_airport
US-7664,34.5773,-92.3006,Little Rock,small_airport
US-7668,32.9625,-91.5791,Jones,small_airport
US-7669,34.7691,-92.0187,Scott,small_airport
US-7670,34.7634,-92.0095,Scott,small_airport
US-7673,61.5102,-148.9907,Palmer,small_airport
US-7676,61.5239,-148.9358,Palmer,small_airport
US-7677,44.5762,-117.4402,Durkee,small_airport
US-7679,33.0471,-91.5780,Wilmot,small_airport
US-7680,32.3641,-86.5170,Prattville,small_airport
US-7684,32.9304,-91.6552,Bonita,small_airport
US-7685,61.6322,-149.8258,Houston,small_airport
US-7686,45.3311,-83.6109,Posen,small_airport
US-7688,36.6157,-90.4571,Neelyville,small_airport
MS62,32.6284,-90.8655,Rolling Fork,small_airport
US-7694,40.0858,-77.8673,Shade Gap,small_airport
US-7698,44.0739,-106.1925,Buffalo,small_airport
US-7699,44.0942,-106.1719,Buffalo,small_airport
US-7700,44.3251,-106.1520,Arvada,small_airport
US-7702,45.6284,-108.8280,Laurel,small_airport
US-7703,33.3498,-82.2648,Augusta,small_airport
US-7707,44.3902,-84.0603,Rose City,small_airport
US-7708,38.8495,-107.8255,Hotchkiss,small_airport
US-7710,33.0502,-109.3286,Morenci,heliport
US-7717,43.7307,-118.0788,Juntura,small_airport
US-7718,43.7782,-118.1144,Juntura,small_airport
US-7720,42.9193,-116.0780,Grand View,small_airport
US-7721,43.6883,-118.0882,Juntura,small_airport
US-7722,36.6719,-89.9878,Bernie,small_airport
US-7724,31.8833,-107.6673,Columbus,small_airport
US-7725,35.5698,-106.0906,Santa Fe,heliport
US-7726,35.4789,-106.3113,Kewa Pueblo,heliport
US-7727,35.9975,-106.0872,Española,heliport
US-7728,32.1876,-107.8118,Deming,small_airport
US-7729,35.0540,-106.9445,Albuquerque,small_airport
US-7732,31.9920,-108.3767,Hachita,small_airport
50MN,45.3155,-96.4470,Ortonville Hospital Heliport,heliport
13MN,44.8430,-93.7914,Waconia,heliport
1FD0,29.5524,-81.2446,Palm Coast,heliport
3MN1,45.5629,-93.5480,Princeton,small_airport
3WI7,42.7274,-87.9455,Mount Pleasant,heliport
8MN8,47.3849,-94.6098,Cass Lake,heliport
MN21,43.5821,-92.3015,Cherry Grove,small_airport
US-7756,29.2674,-89.5992,Buras,seaplane_base
US-7757,34.0613,-112.8150,Wickenburg,heliport
US-7759,32.3775,-90.9751,Vicksburg,small_airport
US-7762,33.0643,-80.2594,Summerville,small_airport
US-7765,46.1532,-94.4521,Cushing Township,small_airport
US-7766,46.1587,-94.4227,Fort Ripley,heliport
US-7767,46.1271,-94.3780,Fort Ripley,heliport
US-7768,46.1219,-94.3960,Fort Ripley,heliport
US-7769,46.0928,-94.3501,Fort Ripley,heliport
US-7770,31.9588,-81.3767,Richmond Hill,heliport
US-7777,45.4298,-109.8175,Nye,small_airport
29IL,41.1301,-89.1070,Lostant,small_airport
US-7782,29.6498,-103.0760,Alpine,small_airport
US-7783,47.0378,-114.7308,Superior,small_airport
US-7786,35.6041,-91.2032,Newport,small_airport
K76A,35.4642,-91.2300,Shoffner,small_airport
US-7790,35.9698,-91.0068,Minturn,small_airport
US-7791,36.4703,-90.2817,Pollard,small_airport
US-7793,36.4271,-90.3764,Pollard,small_airport
US-7794,36.0838,-90.9854,Walnut Ridge,small_airport
US-7795,35.9967,-90.9451,Walnut Ridge,small_airport
US-7796,35.9901,-90.9779,Walnut Ridge,small_airport
US-7797,36.0816,-90.8609,Walnut Ridge,small_airport
US-7800,29.3218,-103.2064,Big Bend National Park,heliport
US-7802,35.8964,-91.0314,Alicia,small_airport
US-7803,35.8398,-91.1622,Swifton,small_airport
US-7804,35.8544,-91.1048,Swifton,small_airport
US-7805,35.7880,-91.1519,Swifton,small_airport
US-7806,35.7661,-91.1834,Swifton,small_airport
US-7808,35.7225,-91.2330,Tuckerman,small_airport
US-7809,35.7101,-91.2056,Tuckerman,small_airport
US-7811,35.7824,-90.9124,Cash,small_airport
US-7814,35.6192,-91.4287,Oil Trough,small_airport
US-7815,35.6098,-91.4067,Oil Trough,small_airport
US-7816,35.6030,-91.3739,Newport,small_airport
US-7817,34.6058,-92.0002,Keo,small_airport
US-7818,35.6488,-91.1040,Grubbs,small_airport
US-7819,36.4708,-90.5584,Corning,small_airport
US-7820,36.3747,-90.5188,Corning,small_airport
US-7821,36.2925,-90.5296,Knobel,small_airport
US-7822,36.1466,-90.8362,Walnut Ridge,small_airport
US-7823,38.1505,-103.1523,Las Animas,small_airport
US-7824,37.3972,-102.2718,Walsh,small_airport
US-7825,31.9425,-83.5467,Pitts,small_airport
US-7827,31.2341,-83.1229,Nashville,small_airport
US-7828,37.2433,-99.2528,Coldwater,small_airport
US-7829,37.3104,-99.3899,Coldwater,small_airport
CO99,39.2904,-104.7472,Franktown,small_airport
I01,41.5502,-85.4242,LaGrange,seaplane_base
15MO,38.5934,-92.1274,Holts Summit,small_airport
24FA,28.6033,-81.7197,Minneola,heliport
26FA,27.8608,-82.3253,Riverview,heliport
31MN,44.1356,-92.6961,Pine Island,small_airport
4PN9,39.8097,-79.0242,Meyersdale,heliport
IN09,39.8051,-85.8548,Greenfield,small_airport
FA31,25.9601,-80.2371,Miami Gardens,heliport
PA22,40.3205,-79.5444,Greensburg,heliport
WA99,47.3486,-123.0701,Union,heliport
MS33,33.9806,-90.1669,Charleston,small_airport
US-7845,41.4696,-98.7363,Scotia,small_airport
19MO,37.8061,-91.8142,Rolla,small_airport
30GA,33.2829,-83.9014,Flovilla,small_airport
3NY9,43.0817,-79.0416,Niagara Falls,heliport
ID97,44.0347,-113.4593,Mackay,small_airport
OR26,45.0039,-122.7906,Silverton,heliport
PS35,39.9431,-76.5947,York,heliport
WI75,43.3552,-88.1939,West Bend,heliport
US-7855,44.0698,-99.4650,Fort Thompson,small_airport
US-7859,32.7203,-117.1686,San Diego,heliport
US-7860,33.9451,-118.3706,Los Angeles,heliport
US-7861,34.0589,-118.3024,Los Angeles,heliport
US-7862,34.0441,-118.2567,Los Angeles,heliport
US-7863,36.2881,-115.0076,Las Vegas,heliport
US-7864,37.8269,-112.4275,Panguitch,heliport
US-7865,33.4148,-117.2268,Fallbrook,heliport
US-7866,33.5736,-117.2919,Murrieta,heliport
US-7867,37.0999,-113.5013,Saint George,heliport
US-7868,41.0314,-111.8392,Morgan,heliport
US-7871,38.3083,-96.7366,Cedar Point,small_airport
US-7874,38.8226,-95.2712,Lawrence,small_airport
US-7879,44.4193,-120.8126,Prineville,small_airport
US-7881,32.7865,-91.7988,Mer Rouge,small_airport
US-7882,36.6003,-90.2520,Qulin,small_airport
US-7884,36.2342,-90.6880,Delaplaine,small_airport
US-7887,36.1955,-90.6679,Paragould,small_airport
US-7888,36.0876,-90.7476,Beech Grove,small_airport
US-7891,34.0133,-91.5553,Gould,small_airport
US-7894,36.2195,-90.9541,Pocahontas,small_airport
US-7895,36.2268,-90.8359,Pocahontas,small_airport
US-7898,32.2784,-87.0902,Orrville,small_airport
US-7909,46.1200,-94.3396,Fort Ripley,small_airport
US-7910,32.6140,-91.7717,Oak Ridge,small_airport
US-7914,36.9423,-89.6846,Sikeston,small_airport
US-7917,36.7785,-89.8131,Essex,small_airport
US-7918,35.8536,-91.2933,Cord,small_airport
US-7920,36.1729,-90.8998,Walnut Ridge,small_airport
US-7921,36.0821,-91.0162,Walnut Ridge,small_airport
US-7926,36.1589,-90.6898,Beech Grove,small_airport
US-7927,34.5016,-91.7536,Humnoke,small_airport
US-7930,37.8579,-97.3224,Valley Center,small_airport
US-7937,37.8085,-104.5843,Walsenberg,small_airport
US-7938,38.2655,-105.9485,Villa Grove,small_airport
US-7940,38.9665,-115.1991,Lund,small_airport
US-7941,44.7549,-73.2782,Grand Isle,small_airport
US-7959,47.8140,-117.8207,Ford,small_airport
US-7974,38.9461,-117.6030,Austin,small_airport
US-7975,38.9012,-117.6265,Austin,small_airport
US-7977,32.0619,-91.4269,Newellton,small_airport
US-7979,32.9205,-91.2336,Lake Providence,small_airport
US-7980,32.9148,-91.2319,Lake Providence,small_airport
US-7983,33.7991,-90.2661,Minter City,small_airport
US-7984,33.7447,-90.3541,Minter City,small_airport
US-7985,33.8001,-90.2995,Glendora,small_airport
US-7986,33.6486,-90.2992,Schlater,small_airport
US-7987,33.6361,-90.3629,Schlater,small_airport
US-8001,37.4762,-89.1570,Anna,small_airport
US-8003,42.0022,-92.1209,Van Horne,small_airport
US-8008,43.2604,-77.9920,Brockport,small_airport
US-8012,38.7227,-114.0799,Baker,small_airport
US-8013,32.1651,-91.7659,Winnsboro,small_airport
US-8014,31.7183,-91.7926,Harrisonburg,small_airport
US-8015,32.4199,-91.8820,Rayville,small_airport
US-8016,31.6448,-91.6307,Ferriday,small_airport
US-8017,32.3265,-91.1461,Tallulah,small_airport
US-8018,32.2714,-91.1126,Tallulah,small_airport
US-8019,32.2599,-91.1010,Mound,small_airport
US-8020,36.7793,-89.4103,East Prairie,small_airport
3PS2,39.9781,-78.5408,Bedford,small_airport
4WA6,48.0768,-123.0952,Sequim,heliport
64OH,39.3563,-84.2558,Kings Mills,heliport
99FL,30.4687,-87.2302,Pensacola,heliport
US-8026,65.0494,-147.6752,Fairbanks,small_airport
FD13,30.2475,-85.8989,Panama City Beach,heliport
IN16,41.4194,-87.4001,Crown Point,small_airport
PN56,40.8950,-76.4814,Catawissa,heliport
VA89,37.9478,-76.9710,Tappahannock,small_airport
83KS,37.9288,-97.1023,Whitewater,small_airport
US-8045,32.0699,-81.8212,Claxton,small_airport
US-8047,32.0917,-81.8038,Claxton,small_airport
US-8048,32.0988,-81.8113,Claxton,heliport
US-8049,31.9569,-81.8729,Glennville,heliport
9AR4,34.5231,-92.1677,Woodson,small_airport
US-8067,32.7182,-91.4392,Pioneer,small_airport
US-8072,32.5459,-91.2163,Sondheimer,small_airport
US-8075,32.7393,-90.7092,Yazoo City,small_airport
US-8076,33.1205,-91.3812,Eudora,small_airport
US-8077,33.2095,-91.4421,Portland,small_airport
US-8079,33.3265,-91.4931,Montrose,small_airport
US-8081,32.9811,-91.5171,Jones,small_airport
US-8082,33.2398,-91.6561,Montrose,small_airport
US-8088,34.0389,-91.3712,Gillett,small_airport
US-8089,33.8014,-91.3457,Tillar,small_airport
US-8090,33.8003,-91.3592,Tillar,small_airport
US-8110,43.5168,-117.1406,Jordan Valley,small_airport
US-8111,43.7082,-117.0883,Adrian,small_airport
US-8113,35.0361,-77.7240,Pink Hill,small_airport
19IN,41.2844,-85.3608,Churubusco,small_airport
US-8122,46.2819,-118.7320,Prescott,small_airport
US-8128,41.1610,-117.6188,Winnemucca,small_airport
TX01,30.4230,-97.9283,Austin,heliport
US-8131,36.5883,-90.2204,Qulin,small_airport
29NY,41.1708,-74.0376,Ramapo,heliport
4PN4,41.2025,-77.2681,Jersey Shore,heliport
75NJ,39.7141,-75.1515,Mullica Hill,heliport
CL18,34.1677,-117.8112,Glendora,heliport
CL88,34.1541,-117.7713,La Verne,heliport
MT34,46.0492,-111.3209,Clarkston,small_airport
OK66,36.0274,-96.9575,Stillwater,small_airport
PN83,40.6389,-76.1942,Cressona,heliport
TN41,36.3175,-82.5786,Jonesborough,small_airport
TN68,36.1682,-85.8872,Elmwood,small_airport
CO04,40.0019,-104.4156,Keenesburg,small_airport
69WA,47.3680,-120.2048,Malaga,heliport
WY37,42.8704,-109.8532,Pinedale,heliport
7PA4,41.0181,-78.8342,Punxsutawney,small_airport
AL72,34.7548,-86.6773,Huntsville,heliport
CO28,38.8202,-102.1744,Arapahoe,small_airport
MN54,47.3433,-93.7910,Deer River,heliport
MO88,38.9574,-92.2893,Columbia,heliport
US-8153,39.6063,-110.8333,Price,heliport
1MI6,42.0879,-83.7649,Milan,small_airport
US-8156,42.1601,-83.7111,Saline,small_airport
4WN4,43.5091,-87.9384,Fredonia,small_airport
1WA7,47.6179,-122.2003,Bellevue,heliport
30ID,43.4647,-114.3806,Hailey,small_airport
36NY,44.9215,-74.8347,Massena,heliport
26MO,39.4578,-94.2476,Lawson,small_airport
6AL3,33.3791,-86.3772,Vincent,small_airport
44AR,34.4612,-92.5768,Benton,small_airport
4PS6,40.3751,-75.0568,Doylestown,heliport
25TX,30.3143,-95.3271,Conroe,small_airport
3FA2,28.2017,-82.3308,Wesley Chapel,heliport
9AL9,34.8312,-86.7026,Harvest,heliport
74XS,33.4548,-94.1037,Texarkana,heliport
75KS,37.0944,-95.1628,Bartlett,small_airport
9AL0,34.4583,-86.9484,Hartselle,heliport
NY86,43.1042,-75.2360,Utica,heliport
TN75,36.2313,-83.6207,Joppa Airport,small_airport
TN78,35.2364,-85.1965,Rutledge,heliport
XA39,29.4649,-98.7136,San Antonio,heliport
TA03,29.3045,-94.7715,Galveston,heliport
US-8180,34.0565,-118.2577,Los Angeles,heliport
US-8181,34.0576,-118.2560,Los Angeles,heliport
US-8183,28.4130,-98.5385,Tilden,small_airport
US-8184,29.6773,-85.3459,Port Saint Joe,heliport
US-8187,39.9832,-76.7687,York,heliport
US-8189,40.3050,-109.9963,Roosevelt,heliport
US-8190,36.0354,-112.1294,Grand Canyon Village,heliport
US-8191,35.2289,-111.8201,Bellemont,heliport
US-8192,38.9747,-105.0728,Woodland Park,heliport
US-8193,40.3915,-104.7927,Greeley,heliport
82ME,46.5971,-69.7899,Clayton Lake,small_airport
US-8195,32.5539,-92.9145,Arcadia,heliport
US-8196,43.2972,-116.0639,Boise,heliport
US-8197,43.2947,-116.0553,Boise,heliport
US-8201,60.4190,-151.2793,Kasilof,small_airport
US-8202,60.3355,-151.2772,Kasilof,small_airport
US-8208,32.7778,-91.6708,Mer Rouge,small_airport
US-8209,32.1850,-91.1051,Vicksburg,small_airport
US-8210,32.2127,-91.0798,Vicksburg,small_airport
US-8211,32.1538,-91.0212,Mound,small_airport
US-8212,32.1760,-91.0766,Vicksburg,small_airport
US-8213,32.4429,-91.2815,Tallulah,small_airport
US-8221,44.4415,-122.9712,Brownsville,small_airport
US-8223,43.9690,-122.5297,Jasper,small_airport
US-8224,43.9441,-122.8142,Fall Creek,small_airport
US-8228,42.6998,-123.9353,Agness,small_airport
US-8229,42.6937,-123.9379,Agness,small_airport
US-8235,43.4390,-120.8377,Fort Rock,small_airport
US-8237,42.5551,-124.0662,Agness,small_airport
US-8238,42.2467,-123.0730,Jacksonville,small_airport
US-8241,42.4188,-124.0110,Gold Beach,small_airport
14OR,44.2227,-121.0995,Powell Butte,heliport
US-8244,36.1979,-94.3034,Springdale,small_airport
US-8256,43.3084,-78.7547,Burt,small_airport
US-8262,44.5839,-120.1713,Mitchell,small_airport
US-8264,36.6495,-90.8523,Doniphan,small_airport
US-8268,39.3812,-95.0923,Easton,small_airport
US-8269,43.1182,-116.2851,Oreana,small_airport
K55D,43.1805,-82.9835,Brown City,small_airport
4MI8,43.2418,-82.5831,Croswell,small_airport
MI03,43.7054,-82.7098,Ruth,small_airport
US-8274,29.7215,-103.9721,Marfa,small_airport
US-8275,29.5930,-103.2624,Big Bend National Park,small_airport
US-8276,29.5994,-103.3434,Terlingua,small_airport
US-8281,36.6566,-76.6557,Suffolk,small_airport
US-8294,41.3354,-79.9451,Polk,small_airport
US-8297,32.6583,-90.6553,Yazoo City,small_airport
US-8298,33.6688,-91.3734,Tillar,small_airport
US-8299,39.5922,-75.4437,Salem,heliport
US-8300,38.7722,-75.1434,Lewes,heliport
US-8302,47.8230,-117.0698,Newman Lake,small_airport
US-8303,47.8256,-117.2689,Mead,small_airport
US-8304,61.5394,-149.9229,49th State Airpark,small_airport
US-8305,45.5225,-103.9696,Camp Crook,small_airport
US-8306,45.8076,-103.4017,Ludlow,small_airport
US-8307,44.6801,-102.4867,Union Center,small_airport
US-8309,45.4252,-102.1211,Easter Township,small_airport
08IN,40.4835,-85.5424,Gas City,heliport
1MT4,48.3075,-114.3808,Whitefish,small_airport
81TE,31.7199,-98.9010,Early,small_airport
5AR4,34.6425,-91.0947,Holly Grove,small_airport
93OH,41.5078,-81.1890,Chardon,heliport
2SD3,45.3361,-99.5287,Roscoe,small_airport
OL23,35.8332,-97.7057,Cashion,small_airport
OK61,35.6838,-97.2272,Luther,heliport
US-8320,30.0740,-94.7786,Liberty,heliport
US-8321,34.4174,-107.4987,Alamo/Tiistoh,heliport
US-8322,38.5400,-95.1055,Rantoul,small_airport
