ident,lat,lon,label,type
1OH8,39.8667,-83.6333,South Charleston,small_airport
1OH9,38.9351,-83.3994,Peebles,small_airport
1OI0,40.8048,-82.5113,Mansfield,heliport
1OI4,41.4409,-81.4432,Moreland Hills,heliport
1OI6,39.7701,-84.4166,New Lebanon,small_airport
1OI9,40.1773,-84.2944,Piqua,small_airport
1OK0,35.8943,-96.2798,Bristow,small_airport
1OK1,35.8250,-97.8059,Kingfisher,small_airport
1OK3,34.5761,-97.8141,Bray,small_airport
1OK4,33.8833,-94.8106,Idabel,heliport
5OK9,35.7219,-97.2047,Luther,small_airport
1OK7,34.8001,-97.4822,Maysville,small_airport
1OK8,35.7298,-97.5414,Edmond,small_airport
1OK9,33.9751,-97.0892,Marietta,small_airport
1OL2,35.4890,-97.1920,Harrah,small_airport
1OR0,43.4832,-124.2030,North Bend,small_airport
1OR1,45.3554,-122.9460,Newberg,heliport
1OR3,45.5915,-123.0100,North Plains,small_airport
1OR4,45.6040,-123.0250,North Plains,small_airport
1OR7,45.2879,-122.4560,Oregon City,small_airport
1OR8,45.3348,-122.5970,Oregon City,heliport
1OR9,45.3576,-122.5860,Oregon City,heliport
K1P1,43.7783,-71.7539,Plymouth,small_airport
1PA0,41.1334,-77.1997,Jersey Shore,small_airport
1PA1,40.0096,-75.2138,Philadelphia,heliport
1PA2,40.0069,-75.1252,Philadelphia,heliport
1PA3,40.4501,-75.1996,Kellers Church,small_airport
1PA4,40.5521,-77.6114,Lewistown,small_airport
1PA6,40.3610,-76.7439,Linglestown,small_airport
1PA7,40.1243,-75.0341,Huntington Valley,heliport
1PA9,40.6668,-76.6830,Klingerstown,small_airport
1PN1,41.3342,-80.4206,Transfer,small_airport
1PN2,40.2639,-75.9222,Reading,heliport
1PN4,39.9382,-78.0069,McConnellsburg,heliport
1PN5,40.5068,-75.7873,Kutztown,heliport
1PS0,40.1919,-78.5647,Osterburg,small_airport
1PS3,40.3612,-76.3247,Myerstown,heliport
1PS5,39.9482,-75.1939,Philadelphia,heliport
1PS6,40.0696,-74.9821,Philadelphia,heliport
1PS7,39.9576,-75.1638,Philadelphia,heliport
1PS8,40.9612,-79.0008,Punxsutawney,heliport
1PS9,40.4034,-75.3705,Quakertown,small_airport
1Q1,36.1625,-119.0504,Strathmore,small_airport
1Q5,39.4499,-122.9550,Potter Valley,small_airport
K1RL,48.9773,-123.0793,Point Roberts,small_airport
K1S1,48.9902,-116.5021,Bonners Ferry,small_airport
1S2,48.2586,-121.6100,Darrington,small_airport
1S4,36.1550,-98.9337,Seiling,small_airport
K1S6,48.1906,-116.9099,Priest River,small_airport
1S7,45.6717,-116.3056,White Bird,small_airport
1S8,45.7227,-120.1764,Arlington,small_airport
1SC1,34.6537,-82.5550,Pelzer,small_airport
1SC2,33.9338,-80.7961,Hopkins,small_airport
1SC5,34.8401,-82.4224,Greenville,heliport
K2Q0,34.4289,-80.0699,Hartsville,small_airport
1SD0,45.3230,-101.7420,Glad Valley,small_airport
1SD1,43.1654,-97.7309,Scotland,small_airport
1SD3,43.2333,-97.1503,Hurley,small_airport
1SD4,44.8667,-102.4170,Faith,small_airport
1SD5,43.7686,-98.7987,White Lake,small_airport
1SD6,43.1103,-103.2300,Oelrichs,small_airport
1SD7,43.2575,-100.8500,Rosebud,heliport
1SD8,45.0477,-96.5526,Albee,small_airport
1SD9,43.5355,-96.7442,Sioux Falls,heliport
K1T8,29.7391,-98.4513,Bulverde,small_airport
1TA0,29.6111,-95.0105,Seabrook,heliport
1TA2,34.6501,-101.5000,Tulia,small_airport
1TA3,29.4536,-95.2363,Alvin,heliport
1TA4,31.4545,-95.2965,Crockett,small_airport
1TA5,32.9418,-103.0000,Denver City,small_airport
1TA6,33.7009,-96.9136,Whitesboro,heliport
1TA7,32.6160,-95.8683,Canton,small_airport
1TA8,29.2372,-100.6841,Bracketville,small_airport
1TA9,29.7255,-95.4297,Houston,heliport
1TE0,34.2695,-102.7170,Muleshoe,small_airport
1TE1,28.2503,-99.8170,Catarina,small_airport
1TE3,31.9174,-95.2072,Jacksonville,small_airport
1TE4,29.4951,-98.1588,Marion,small_airport
1TE5,30.8163,-96.6011,Hearne,small_airport
1TE7,29.1165,-98.3670,Floresville,small_airport
1TE8,33.5489,-96.5578,Sherman,small_airport
1TE9,31.2719,-96.4392,Franklin,small_airport
1TN0,36.2464,-86.3034,Lebanon,small_airport
1TN3,35.1397,-86.2222,Belvidere,small_airport
1TN4,36.0493,-89.3802,Dyersburg,heliport
1TN5,35.5562,-87.0539,Columbia,heliport
1TN6,35.8795,-84.7429,Rockwood,heliport
1TN8,36.5668,-82.5165,Kingsport,heliport
1TN9,36.5043,-82.1830,Bristol,small_airport
1TS0,29.6705,-94.6708,Anahuac,small_airport
1TS1,29.9127,-95.9941,Pattison,small_airport
1TS2,31.8243,-96.7785,Hubbard,small_airport
1TS4,33.0685,-96.8014,Plano,heliport
1TS6,28.2694,-99.9345,Carrizo Springs,small_airport
1TS7,28.3136,-97.0455,Refugio,heliport
1TS8,32.2880,-100.7179,Colorado City,small_airport
1TS9,33.3684,-96.7546,Celina,small_airport
1TT1,30.3054,-96.2052,Brenham,heliport
1TT8,32.4197,-94.5182,Hallsville,heliport
1TX2,33.7163,-100.1552,Guthrie,small_airport
1TX3,33.4251,-100.5420,Guthrie,small_airport
1TX5,34.1260,-101.9088,Hale Center,small_airport
1TX6,31.6985,-98.0964,Hamilton,small_airport
1TX7,32.8057,-100.1840,Hamlin,small_airport
1TX8,34.3695,-102.0840,Hart,small_airport
1TX9,32.6376,-95.1613,Hawkins,small_airport
1U0,42.9749,-113.3510,Minidoka,small_airport
K1U1,46.1243,-114.9235,Kooskia,small_airport
1U3,43.2160,-116.5490,Murphy,small_airport
1U4,44.9791,-116.2840,New Meadows,small_airport
1U6,42.2341,-113.8780,Oakley,small_airport
1U9,43.4661,-115.3101,Pine,small_airport
1VA0,37.6293,-77.7475,Manakin-Sabot,small_airport
1VA1,36.7352,-80.4488,Stuart,small_airport
1VA2,37.2632,-80.0294,Salem,heliport
1VA3,37.6582,-78.9456,Lovingston,small_airport
1VA4,38.9371,-77.8192,Marshall,heliport
1VA7,36.6647,-78.7221,Virgilina,small_airport
1VA8,36.8622,-78.4100,Chase City,small_airport
1VA9,38.4329,-77.4705,Fredericksburg,small_airport
1VG2,38.1247,-76.6886,Montross,small_airport
1VT8,43.6652,-73.1663,Castleton,small_airport
1W1,45.6278,-122.4040,Camas,small_airport
1W3,39.6048,-78.7606,Cumberland,small_airport
1WA0,45.7201,-122.6493,Vancouver,heliport
1WA1,47.6470,-122.0870,Redmond,heliport
1WA2,46.5192,-122.8900,Winlock,small_airport
1WA3,47.9795,-122.1860,Everett,heliport
1WA4,47.9758,-122.2173,Everett,heliport
1WA5,47.9996,-122.2060,Everett,heliport
1WA6,47.5595,-121.8640,Fall City,small_airport
1WA8,47.1098,-122.5571,Joint Base Lewis-McChord,heliport
1WA9,48.5299,-123.0474,Friday Harbor,small_airport
1WF,40.0148,-84.1981,Troy,small_airport
1WI0,42.6425,-89.3112,Orfordville,small_airport
1WI1,43.9350,-88.7043,Utica,small_airport
1WI3,43.8500,-89.1168,Princeton,small_airport
1WI4,42.7084,-87.7917,Racine,heliport
1WI5,43.5150,-88.9526,Randolph,seaplane_base
1WI6,42.8403,-88.0640,Raymond Township,small_airport
1WI7,44.0224,-89.0964,Redgranite,small_airport
1WI8,44.6358,-87.4402,Algoma,small_airport
1WI9,42.9107,-88.8694,Fort Atkinson,small_airport
1WN0,48.9333,-117.7458,Northport,small_airport
1WN1,43.6689,-88.1943,Campbellsport,small_airport
1WN2,43.3292,-87.9973,Cedarburg,small_airport
1WN3,45.2114,-92.5343,Star Prairie,small_airport
1WN5,46.1547,-89.3175,Land-O-Lakes,small_airport
1WT6,47.6217,-122.1878,Bellevue,heliport
1WV0,39.4104,-79.0032,Keyser,heliport
1XA0,31.8084,-98.4252,Gustine,small_airport
1XA1,33.6477,-97.8290,Bowie,small_airport
KTX2,28.3624,-97.6619,Beeville,small_airport
1XA3,27.6848,-97.3772,Corpus Christi,heliport
1XA4,29.8737,-96.0048,Brookshire,small_airport
1XA5,30.1351,-97.1486,Paige,small_airport
KX16,33.4737,-97.1224,Valley View,small_airport
1XA7,29.7334,-96.0592,Sealy,small_airport
1XA8,32.2325,-96.3975,Chatfield,small_airport
1XA9,29.9439,-95.5294,Tomball,heliport
1XS1,29.9383,-95.0466,Crosby,small_airport
1XS2,30.3842,-97.4263,Elgin,small_airport
1XS3,32.7275,-97.3261,Fort Worth,heliport
1XS5,30.4129,-97.7049,Austin,heliport
1XS6,31.4893,-97.1585,Waco,heliport
1XS8,29.6338,-100.3757,Brackettville,small_airport
1Y3,40.7060,-94.2203,Mount Ayr,small_airport
1Y5,43.0872,-92.3432,New Hampton,small_airport
1Y9,42.9883,-95.6645,Paullina,small_airport
K1Z1,36.2580,-113.2311,Littlefield,small_airport
1Z9,60.8938,-146.7040,Ellamar,seaplane_base
20AK,61.5041,-149.8956,Big Lake,small_airport
20AL,31.3388,-86.0917,Fort Rucker/Elba,heliport
20AR,35.3079,-92.3202,Guy,small_airport
20CA,33.6037,-114.6446,Blythe,heliport
20CL,38.7493,-122.3670,Pope Valley,small_airport
20CO,39.7347,-105.2050,Golden,heliport
20E,33.4569,-112.0267,Phoenix,heliport
20FD,30.4255,-83.5760,Greenville,small_airport
20FL,27.0426,-82.0437,Port Charlotte,small_airport
20GA,33.7565,-84.8847,Villa Rica,small_airport
20GE,33.4806,-82.1879,Grovetown,heliport
20IA,41.5216,-93.8016,Cumming,small_airport
20ID,43.7204,-116.0057,Idaho City,small_airport
20II,39.5872,-86.2756,Mooresville,small_airport
20IL,41.6691,-87.8124,Palos Heights,heliport
20IN,39.5139,-86.0514,Franklin,small_airport
20IS,42.4972,-89.7918,Winslow,small_airport
20K,65.3540,-149.7620,Quail Creek,small_airport
97KS,37.6757,-96.8858,Augusta,small_airport
20KY,38.8157,-84.6740,Verona,small_airport
20LA,29.5692,-90.6875,Houma,heliport
20LL,40.1530,-89.3907,Lincoln,heliport
LA15,30.6239,-91.0324,Zachary,small_airport
20MA,42.3042,-71.2271,Needham,heliport
20MD,38.9905,-76.5342,Annapolis,heliport
20ME,44.0583,-70.0986,Lisbon,heliport
20MI,42.7121,-82.5885,Marine City,heliport
20MO,39.3583,-94.3169,Kearney,small_airport
20MS,31.8311,-90.6546,Barlow,small_airport
20MT,47.6965,-104.6016,Lambert,small_airport
20NC,35.5924,-81.0559,Sherrills Ford,small_airport
20ND,47.6539,-100.8910,Turtle Lake,small_airport
20NE,40.7961,-96.6522,Lincoln,heliport
20NJ,40.6982,-74.0724,Jersey City,heliport
20NR,34.9631,-80.7635,Waxhaw,heliport
20NY,43.0053,-78.0396,Le Roy,small_airport
20OI,40.5698,-83.1202,Marion,heliport
20OR,45.2972,-122.4752,Redland,small_airport
20PN,40.2137,-75.3082,West Point,heliport
20SD,44.4489,-96.5058,White,small_airport
20TA,33.5600,-96.4077,Bells,small_airport
20TE,32.1960,-97.0892,Itasca,small_airport
20TN,36.0886,-83.8442,Knoxville,heliport
20TS,29.8099,-99.0681,Bandera,small_airport
20TT,30.7539,-97.9618,Liberty Hill,small_airport
20TX,30.0436,-99.1511,Kerrville,heliport
20UT,40.5660,-112.2970,Tooele,heliport
20VA,38.0824,-77.4883,Woodford,small_airport
20VG,37.2887,-79.4469,Bedford,small_airport
20WI,44.0214,-89.0793,Redgranite,small_airport
20XA,29.9901,-95.5681,Houston,heliport
20XS,32.8354,-96.3780,Chisholm,small_airport
21AK,62.0826,-150.0669,Talkeetna,small_airport
21AL,31.2877,-86.1301,Fort Rucker/Opp,heliport
21AR,34.7170,-91.5398,De Valls Bluff,small_airport
21AZ,34.3509,-109.9640,Show Low,small_airport
21CA,33.6838,-118.0318,Huntington Beach,heliport
21CL,34.7000,-118.0590,Lancaster,heliport
21CN,34.0646,-118.2911,Los Angeles,heliport
21FL,28.5086,-81.8003,Clermont,small_airport
21GA,33.3926,-84.8172,Newnan,heliport
21GE,34.5497,-83.8222,Cleveland,small_airport
21ID,48.6315,-116.8712,Nordman / Phillabaum Heliport,heliport
21II,38.7392,-85.3816,Madison,heliport
21IL,39.4889,-88.2733,Mattoon,heliport
21JY,39.7000,-74.1528,Harvey Cedars,seaplane_base
21KS,39.0566,-95.6957,Topeka,heliport
21KY,37.5376,-85.7375,Hodgenville,small_airport
21LA,30.2969,-91.2150,Baton Rouge,small_airport
21LS,30.8704,-91.4311,St Francisville,small_airport
21M,45.4625,-69.6195,Greenville Junction,seaplane_base
21MA,42.4554,-73.2023,Pittsfield,heliport
21MI,42.5720,-83.3906,Orchard Lake,heliport
21MS,34.9120,-90.2136,Lake Cormorant,small_airport
21MT,45.7478,-111.0727,Bozeman,small_airport
21MU,36.5649,-93.5096,Shell Knob,small_airport
21N,40.9876,-72.5190,Mattituck,small_airport
21NC,36.1867,-76.2794,Hertford,heliport
21ND,48.5822,-100.8550,Upham,small_airport
21NH,42.9169,-70.9353,Kensington,small_airport
21NK,42.5528,-75.1911,Morris,small_airport
21NR,36.4352,-75.8432,Corolla,heliport
21OG,44.7718,-122.9707,Jefferson,small_airport
21OH,41.0359,-82.0143,Lodi,heliport
21OI,39.1281,-84.0927,Batavia,small_airport
21OK,36.0743,-95.8872,Tulsa,heliport
21PN,40.1833,-77.2228,Carlisle,heliport
21SC,34.3479,-79.8800,Darlington,small_airport
21TA,29.9280,-95.5889,Houston,heliport
21TE,30.0127,-94.9241,Dayton,small_airport
21TS,29.7474,-94.9470,Baytown,heliport
21TT,30.9658,-96.1677,Normangee,small_airport
21VA,37.3034,-75.9357,Cape Charles,small_airport
21W,47.0129,-121.5340,Greenwater,small_airport
21WA,45.6248,-122.5760,Vancouver,heliport
21WI,44.9624,-92.7178,Hudson,heliport
21XS,29.5197,-95.2745,Houston,small_airport
22AL,31.3608,-86.0137,Fort Rucker/New Brockton,heliport
22AR,36.1350,-94.1853,Johnson,heliport
22AZ,35.1114,-114.5543,Bullhead City,heliport
22CA,37.8789,-122.5127,Mill Valley,seaplane_base
22CD,39.9660,-104.7674,Brighton,heliport
22CL,39.2999,-121.3590,Marysville,small_airport
22CN,34.1035,-118.2794,Los Angeles,heliport
22CO,39.9581,-104.4856,Brighton,small_airport
22D,40.1306,-80.0962,Eighty Four,small_airport
22FA,27.3031,-82.2726,Sarasota,small_airport
22FD,30.3939,-86.4714,Destin,heliport
22FL,28.4517,-81.4119,Orlando,heliport
22GA,34.4293,-85.0544,Fairmount,small_airport
22GE,34.2578,-84.2744,Ball Ground,heliport
22HI,20.8852,-156.4904,Wailuku,heliport
22IA,41.8021,-92.0723,Marengo,heliport
22ID,43.9447,-115.9410,Placerville,small_airport
22II,37.9172,-87.7614,Mount Vernon,small_airport
22IL,42.4128,-90.3996,Galena,small_airport
22IS,40.7262,-91.0699,Carman,small_airport
22JY,40.5406,-74.2569,Perth Amboy,heliport
22K,38.9415,-98.5128,Sylvan Grove,seaplane_base
22KS,37.7000,-97.3328,Wichita,heliport
22KY,38.2028,-85.7697,Louisville,heliport
22LA,30.9972,-91.8823,Simmesport,small_airport
22LS,30.3978,-91.9739,Arnaudville,small_airport
22MA,42.6362,-70.6187,Rockport,heliport
22MD,39.5869,-77.6450,Hagerstown,small_airport
22ME,44.3817,-68.2039,Bar Harbor,heliport
22MI,44.7606,-85.6440,Traverse City,heliport
22MO,37.2612,-92.3668,Mountain Grove,small_airport
22MS,30.8365,-88.5706,Lucedale,small_airport
22MT,48.1283,-114.1697,Kalispell,small_airport
22NA,35.8184,-80.8304,Statesville,heliport
22NC,35.8211,-79.4683,Siler City,small_airport
22NK,42.4828,-79.3292,Dunkirk,heliport
22NV,40.9721,-117.7289,Winnemucca,heliport
22NY,43.0313,-78.1865,Batavia,heliport
22OG,42.2754,-120.3940,Lakeview,small_airport
22OH,39.2601,-84.3644,Blue Ash,heliport
22OK,34.3152,-97.1775,Springer,small_airport
22OR,44.9418,-122.7630,Silverton,small_airport
22PA,39.9009,-79.7448,Uniontown,heliport
22PN,40.3758,-75.9797,Reading,heliport
22PS,41.8434,-75.8426,Montrose,heliport
22SC,34.9678,-81.9411,Spartanburg,heliport
22TE,29.1933,-96.6891,Cordele,small_airport
22TN,36.3872,-86.5633,Gallatin,heliport
22TX,30.2254,-97.7743,Austin,heliport
22UT,37.0258,-111.6292,Big Water,small_airport
22VA,36.9501,-81.0831,Wytheville,heliport
22VT,44.4464,-72.0105,Johnsbury,heliport
22WA,47.8202,-118.6870,Wilbur,small_airport
22WI,44.8650,-88.1284,Oconto Falls,heliport
22WN,43.0686,-90.2195,Dodgeville,small_airport
22WV,39.3436,-80.0292,Grafton,heliport
22WY,44.3381,-105.1621,Rozet,small_airport
22XS,31.3737,-97.6667,Fort Hood,small_airport
23AK,61.5941,-149.3110,Wasilla,small_airport
23AL,31.4650,-85.8463,Fort Rucker/Ozark,heliport
23AR,35.8260,-90.5488,Jonesboro,small_airport
23AZ,34.0195,-112.8260,Wickenburg,small_airport
23CD,39.2974,-102.3212,Burlington,small_airport
23CL,34.0614,-118.2281,Los Angeles,heliport
23CO,38.8439,-103.9900,Rush,small_airport
23CT,41.7859,-72.9313,Burlington,heliport
23D,48.5774,-96.5413,Karlstad,small_airport
23DE,39.3126,-75.7290,Clayton,small_airport
23FA,25.8246,-80.1225,Miami Beach,heliport
23FL,27.6844,-82.2442,Wimauma,small_airport
23GA,33.9895,-84.3321,Roswell,heliport
23GE,32.3831,-83.1000,Dublin,small_airport
23IA,40.7528,-95.3689,Shenandoah,heliport
23ID,43.6483,-114.9047,Feathervlle,small_airport
23IL,42.0047,-88.0179,Elk Grove Village,heliport
23IN,39.7769,-86.1806,Indianapolis,heliport
23IS,40.3257,-90.8276,Plymouth,small_airport
23JY,39.6579,-75.0701,Clayton,heliport
23KS,39.0701,-94.9490,Bonner Springs,small_airport
23KY,37.2308,-88.3186,Burna,small_airport
23LA,30.6302,-90.0795,Covington,small_airport
23LL,42.1678,-88.0265,Palatine,heliport
23MA,42.5631,-71.4314,Westford,heliport
23MD,39.2556,-76.2069,Chestertown,seaplane_base
23MN,43.6411,-92.0221,Preston,small_airport
23MS,30.6774,-88.5512,Moss Point,small_airport
23MT,45.6572,-111.0400,Bozeman,small_airport
23N,40.7580,-73.0527,Bayport,small_airport
23NC,34.9647,-77.9617,Kenansville,heliport
23ND,47.0822,-101.2670,Center,small_airport
23NH,43.1303,-72.0150,Windsor,small_airport
23NJ,39.5047,-75.0931,Pittsgrove,small_airport
23NK,43.1125,-77.3125,Macedon,small_airport
23NR,35.5609,-76.2324,Fairfield,small_airport
23NY,42.2798,-77.3400,Bath,small_airport
23OI,41.7067,-81.2748,Painesville,heliport
23OK,34.8389,-97.6269,Lindsay,heliport
23OR,44.0468,-122.9520,Springfield,heliport
23PA,40.5001,-75.1468,Revere,small_airport
23PN,41.0340,-78.4501,Clearfield,heliport
23PS,39.8537,-75.6995,Kennett Square,heliport
23S,47.1791,-113.4450,Seeley Lake,small_airport
23TA,33.4873,-96.4558,Whitewright,small_airport
23TE,32.7800,-96.5681,Sunnyvale,heliport
23TN,35.0270,-84.3850,Copperhill,heliport
23TS,29.4227,-100.7390,Del Rio,small_airport
23TX,31.2451,-97.5316,Gatesville,small_airport
23VA,37.5569,-78.6202,Buckingham,small_airport
23VG,36.7097,-78.4281,Boydton,small_airport
23VT,43.2215,-72.7129,Londonderry,small_airport
23WA,47.0826,-122.3470,Puyallup,heliport
23WI,44.3040,-90.8546,Black River Falls,heliport
23WN,45.9111,-91.6285,Springbrook,small_airport
23WS,43.0610,-87.8805,Milwaukee,heliport
23WV,38.0258,-80.9828,Fayetteville,small_airport
23WY,43.4800,-110.7619,Jackson,heliport
23XS,31.3607,-97.6729,Fort Hood,small_airport
24AK,61.6163,-149.7062,Meadow Lakes,small_airport
24AL,31.2287,-85.5592,Fort Rucker/Dothan,heliport
24AR,34.2010,-90.9523,Lundell,small_airport
24AZ,34.1581,-110.9350,Young,small_airport
24C,42.9539,-85.3439,Lowell,small_airport
24CA,34.2047,-118.1710,La Cañada Flintridge,heliport
24CD,40.5679,-106.0606,Walden,heliport
24CL,36.0884,-119.5414,Corcoran,small_airport
24CT,41.5822,-71.9682,Jewett City,small_airport
24FL,30.4956,-87.0868,Milton,small_airport
24IA,42.5158,-92.5198,Cedar Falls,small_airport
24ID,44.4536,-113.6619,Challis,small_airport
24II,38.6733,-87.5346,Vincennes,heliport
24IL,41.4775,-90.1578,Geneseo,heliport
24IN,39.2628,-86.2890,Helmsburg,small_airport
24K,44.9743,-115.7300,Mc Call,small_airport
24KY,37.2167,-87.4306,Mortons Gap,small_airport
24LL,38.0859,-89.4603,Pinckneyville,small_airport
24LS,29.7997,-93.3494,Cameron,heliport
24M,43.2447,-85.7117,Kent City,small_airport
24MA,42.4359,-72.0967,Barre,heliport
24MD,39.2832,-76.6020,Baltimore,heliport
24ME,43.8222,-70.4428,Windham,small_airport
24MO,38.1327,-92.8307,Camdenton,small_airport
24MT,45.6194,-111.0920,Bozeman,small_airport
24NC,35.1272,-80.4750,Monroe,small_airport
24NE,42.3839,-102.4390,Lakeside,small_airport
24NH,42.9436,-72.4844,Westmoreland,heliport
24NJ,40.2446,-74.2843,Freehold,heliport
24NK,40.7855,-73.1754,Islandia,heliport
24OI,40.0778,-83.8972,St Paris,small_airport
24OK,35.2449,-96.6978,Seminole,heliport
24PA,40.6917,-80.1778,Freedom,small_airport
24PN,40.6011,-75.4751,Allentown,heliport
24S,42.1102,-122.3830,Pinehurst,small_airport
24SC,33.9358,-81.4297,Summit,small_airport
24TA,31.2132,-95.8275,Centerville,small_airport
24TE,29.6486,-95.2741,Houston,heliport
24TS,32.8264,-97.2128,North Richland Hills,heliport
24TT,31.3532,-100.8330,Mertzon,small_airport
24TX,32.5022,-98.3937,Mingus,small_airport
24UT,37.1777,-113.3322,Hurricane,heliport
24VA,37.2880,-75.9998,Cape Charles,small_airport
24WA,46.8261,-119.1690,Othello,heliport
24WN,42.5542,-88.4297,Lake Geneva,small_airport
24XA,29.3210,-98.3703,San Antonio,small_airport
25AA,64.9285,-147.8798,Fairbanks,small_airport
25AK,61.7127,-150.0660,Willow,small_airport
25AL,31.2699,-86.0409,Fort Rucker/Goodman,heliport
25AZ,31.8099,-109.0586,Portal,small_airport
25CA,33.1792,-116.7930,Santa Ysabel,small_airport
25CD,39.1523,-105.7202,Hartsel,small_airport
25CL,38.8672,-121.4894,Pleasant Grove,small_airport
25CO,40.8516,-105.6330,Red Feather Lakes,small_airport
25FA,25.7929,-80.2048,Miami,heliport
25FL,28.6319,-82.1578,Bushnell,small_airport
25GA,33.6598,-84.6631,Douglasville,small_airport
25GE,33.9975,-83.0389,Carlton,heliport
25IA,43.3951,-92.9637,St. Ansgar,small_airport
25II,40.9662,-85.2908,Aboite,heliport
25IL,39.5164,-89.8696,Virden,small_airport
25IN,41.7028,-85.4194,Howe,small_airport
25IS,39.7037,-89.7490,Chatham,heliport
25JY,39.7202,-74.8461,Waterford,heliport
25KS,39.6833,-99.1284,Kirwin,small_airport
25KY,37.0751,-88.6256,Paducah,heliport
25LS,29.7853,-93.2144,Creole,heliport
25MA,42.2056,-71.4414,Holliston,heliport
25MD,39.1675,-75.8402,Sudlersville,small_airport
25ME,43.1257,-70.7202,Kittery,heliport
25MN,46.4306,-93.8331,Deerwood,seaplane_base
25MO,37.1858,-94.5511,Carl Junction,small_airport
25MS,33.5245,-88.4281,Columbus,heliport
25MT,48.4222,-106.2530,Glasgow,small_airport
25NC,35.6327,-79.7118,Asheboro,small_airport
25ND,46.8663,-100.9869,Mandan,small_airport
25NE,41.7241,-103.5110,Melbeta,small_airport
25NH,43.3171,-72.3897,Charlestown,heliport
25NK,42.4362,-77.1322,Hammondsport,small_airport
25NM,34.4769,-108.0311,Pie Town,small_airport
25NR,34.3263,-77.8966,Castle Hayne,heliport
25NY,40.8001,-72.6995,Remsenburg,heliport
25OI,41.4226,-80.8779,Bristolville,small_airport
25OR,44.6394,-122.8277,Scio,heliport
25PN,41.7250,-77.2875,Wellsboro,heliport
25PS,40.6892,-76.2796,Minersville,heliport
25SC,34.9609,-82.3371,Taylors,small_airport
25TA,29.8366,-94.9674,Baytown,small_airport
25TN,35.6991,-85.7422,Mc Minnville,heliport
25TS,36.0943,-102.4175,Dalhart,small_airport
25TT,33.2710,-97.6172,Decatur,heliport
25U,45.4277,-116.6940,Imnaha,small_airport
25VA,37.8214,-77.1125,Aylett,small_airport
25WA,48.5764,-119.0645,Tonasket,small_airport
25WI,44.7943,-91.5095,Eau Claire,heliport
25WN,44.5287,-92.1203,Pepin,small_airport
25XA,30.0929,-98.7013,Stonewall,small_airport
25XS,32.4865,-96.8464,Waxahachie,small_airport
26AR,35.2155,-91.8078,Searcy,small_airport
26AZ,34.0120,-113.2030,Aguila,small_airport
26CA,38.4269,-121.1720,Wilton,small_airport
26CN,34.4868,-118.1159,Palmdale,heliport
26FD,27.0512,-81.8481,Arcadia,small_airport
26FL,27.2591,-80.8291,Okeechobee,heliport
26IA,42.3738,-95.7651,Correctionville,small_airport
26ID,48.3639,-116.4036,Sandpoint,small_airport
26II,40.8687,-85.4953,Huntington,heliport
26IS,40.7667,-88.5056,Fairbury,small_airport
26JY,39.7384,-74.9106,Winslow,heliport
26KS,37.2784,-97.3937,Wellington,heliport
26KY,38.2476,-85.7433,Louisville,heliport
26LS,29.7972,-92.1433,Intracoastal City,heliport
26MA,42.6962,-71.5501,Pepperell,small_airport
26MD,39.2595,-76.5663,Baltimore,heliport
26MI,42.9239,-85.3781,Lowell,small_airport
26MN,47.3300,-96.7837,Halstad,small_airport
26MT,48.8356,-110.4420,Hingham,small_airport
K26N,39.2635,-74.6075,Ocean City,small_airport
26NC,36.2229,-80.7156,Boonville,small_airport
26ND,46.9196,-100.9558,Mandan,small_airport
26NH,43.6678,-72.2027,Lebanon,heliport
26NJ,39.0878,-74.8167,Cape May Court House,heliport
26NR,35.5261,-82.9432,Clyde,heliport
26NV,39.4534,-118.8663,Fallon,small_airport
26NY,40.9251,-73.3062,Northport,heliport
26OG,42.4630,-122.7349,Eagle Point,small_airport
OK36,35.8822,-96.0044,Mounds,small_airport
26PN,40.2168,-75.2788,North Wales,heliport
26PS,40.4471,-79.9633,Pittsburgh,heliport
26SD,44.0275,-103.2870,Radip City,heliport
26TA,29.8033,-95.0038,Baytown,heliport
26TE,29.8683,-95.4085,Houston,heliport
26TN,35.9652,-83.1839,Newport,heliport
26TS,30.1745,-95.4532,Shenandoah,heliport
26TT,29.5426,-98.9298,Mico,heliport
26TX,33.7648,-100.0180,Truscott,small_airport
26VA,38.8532,-77.3730,Fairfax,heliport
26VT,42.8439,-72.5670,Brattleboro,heliport
26W,42.2097,-84.2317,Napoleon,small_airport
26WA,48.1155,-123.4133,Port Angeles,heliport
26WI,45.6991,-91.3035,Exeland,small_airport
26XA,32.9844,-97.1717,Westlake,heliport
26XS,30.1141,-98.4614,Blanco,small_airport
27AL,32.4535,-85.5582,Tuskegee,small_airport
27AR,36.3389,-94.1900,Bentonville,heliport
27AZ,33.9193,-113.1678,Aguila,small_airport
K27C,43.6305,-85.2611,Mecosta,small_airport
27CA,34.5611,-117.0810,Apple Valley,small_airport
27CL,38.7471,-121.5730,Pleasant Grove,small_airport
27CN,34.4395,-118.5793,Santa Clarita,heliport
27FD,30.2704,-85.5242,Panama City,heliport
27FL,28.1947,-82.3505,Wesley Chapel,heliport
27GA,33.6582,-85.0102,Carrollton,small_airport
27IA,40.7513,-92.0307,Keosauqua,small_airport
27ID,42.5830,-114.5500,Filer,small_airport
27II,39.8650,-85.9978,Indianapolis,heliport
